Product_ID,Product_Name,Category,Subcategory,Brand,Launch_Date,Unit_Cost,Selling_Price,Supplier_ID,Product_Rating,Return_Rate,Warranty_Months
P02309,Fashion Item 2309,Fashion,Womenswear,Brand_6,2022-08-08,1083.9,2103.02,SUP0139,3.8,0.067,0
P02310,Home Appliances Item 2310,Home Appliances,Kitchen,Brand_2,2023-02-01,5895.57,11366.96,SUP0398,3.8,0.056,36
P02311,Fashion Item 2311,Fashion,Womenswear,Brand_2,2018-09-29,545.38,680.76,SUP0026,5.0,0.12,0
P02312,Fashion Item 2312,Fashion,Womenswear,Brand_46,2022-10-07,1386.72,1837.0,SUP0114,3.8,0.103,0
P02313,Electronics Item 2313,Electronics,Mobiles,Brand_31,2023-03-14,4371.59,7029.84,SUP0235,5.0,0.049,12
P02314,Fashion Item 2314,Fashion,Womenswear,Brand_75,2025-06-11,2634.27,5141.05,SUP0043,2.9,0.223,0
P02315,Grocery Item 2315,Grocery,Staples,Brand_88,2025-10-24,104.88,223.29,SUP0455,2.6,0.121,0
P02316,Furniture Item 2316,Furniture,Living Room,Brand_58,2024-06-10,23841.78,30012.4,SUP0458,4.6,0.066,6
P02317,Grocery Item 2317,Grocery,Staples,Brand_51,2018-01-30,428.72,684.5,SUP0116,5.0,0.005,0
P02318,Home Appliances Item 2318,Home Appliances,Kitchen,Brand_96,2025-11-21,7460.42,11607.28,SUP0355,3.7,0.112,24
P02319,Grocery Item 2319,Grocery,Staples,Brand_26,2024-02-01,275.75,367.72,SUP0043,2.5,0.161,0
P02320,Furniture Item 2320,Furniture,Living Room,Brand_12,2022-01-14,9009.39,15168.2,SUP0478,3.0,0.027,24
P02321,Home Appliances Item 2321,Home Appliances,Kitchen,Brand_55,2019-03-14,7261.89,10186.46,SUP0054,4.3,0.056,36
P02322,Fashion Item 2322,Fashion,Womenswear,Brand_55,2021-05-23,353.79,773.48,SUP0293,3.6,0.101,0
P02323,Furniture Item 2323,Furniture,Living Room,Brand_56,2024-02-09,15234.06,20782.4,SUP0048,3.5,0.04,12
P02324,Fashion Item 2324,Fashion,Womenswear,Brand_35,2019-07-30,1606.93,3181.72,SUP0415,2.9,0.228,0
P02325,Grocery Item 2325,Grocery,Staples,Brand_93,2025-03-27,82.99,160.55,SUP0295,3.1,0.047,0
P02326,Home Appliances Item 2326,Home Appliances,Kitchen,Brand_62,2019-05-03,4760.82,9948.33,SUP0313,3.6,0.036,24
P02327,Home Appliances Item 2327,Home Appliances,Kitchen,Brand_26,2021-04-21,7302.62,14145.9,SUP0306,3.2,0.02,24
P02328,Grocery Item 2328,Grocery,Staples,Brand_16,2025-06-28,189.78,400.02,SUP0178,4.2,0.066,0
P02329,Furniture Item 2329,Furniture,Living Room,Brand_54,2022-05-07,21373.77,26724.23,SUP0203,4.2,0.005,36
P02330,Electronics Item 2330,Electronics,Mobiles,Brand_94,2024-05-17,9362.37,20502.62,SUP0059,3.1,0.063,36
P02331,Fashion Item 2331,Fashion,Womenswear,Brand_62,2024-12-10,1990.04,3945.0,SUP0411,3.4,0.105,0
P02332,Grocery Item 2332,Grocery,Staples,Brand_97,2021-08-06,345.02,553.67,SUP0188,4.1,0.031,0
P02333,Electronics Item 2333,Electronics,Mobiles,Brand_40,2023-02-06,10824.98,13893.51,SUP0328,4.4,0.024,24
P02334,Home Appliances Item 2334,Home Appliances,Kitchen,Brand_58,2022-07-22,5443.77,6788.93,SUP0353,3.7,0.071,36
P02335,Grocery Item 2335,Grocery,Staples,Brand_96,2024-07-30,218.74,316.39,SUP0274,3.5,0.081,0
P02336,Grocery Item 2336,Grocery,Staples,Brand_12,2025-03-08,508.11,714.91,SUP0498,3.8,0.035,0
P02337,Grocery Item 2337,Grocery,Staples,Brand_51,2020-03-10,284.29,496.46,SUP0475,4.5,0.059,0
P02338,Electronics Item 2338,Electronics,Mobiles,Brand_63,2025-01-28,5370.65,10403.23,SUP0244,4.3,0.039,36
P02339,Fashion Item 2339,Fashion,Womenswear,Brand_83,2021-11-07,1613.56,3014.72,SUP0197,5.0,0.117,0
P02340,Grocery Item 2340,Grocery,Staples,Brand_65,2019-09-27,1053.09,2158.49,SUP0124,3.7,0.068,0
P02341,Fashion Item 2341,Fashion,Womenswear,Brand_6,2025-04-14,262.98,370.88,SUP0109,4.3,0.057,0
P02342,Grocery Item 2342,Grocery,Staples,Brand_76,2018-06-20,131.88,192.0,SUP0087,5.0,0.066,0
P02343,Grocery Item 2343,Grocery,Staples,Brand_14,2020-07-17,168.85,370.1,SUP0149,2.6,0.164,0
P02344,Furniture Item 2344,Furniture,Living Room,Brand_72,2025-03-21,8127.9,14544.32,SUP0439,3.2,0.035,24
P02345,Grocery Item 2345,Grocery,Staples,Brand_46,2018-11-26,226.94,372.63,SUP0037,3.6,0.02,0
P02346,Home Appliances Item 2346,Home Appliances,Kitchen,Brand_68,2025-04-12,3565.35,6235.16,SUP0073,3.4,0.092,24
P02347,Furniture Item 2347,Furniture,Living Room,Brand_64,2025-09-21,9015.29,15158.72,SUP0302,3.7,0.081,36
P02348,Grocery Item 2348,Grocery,Staples,Brand_92,2024-03-19,187.95,316.32,SUP0456,3.4,0.062,0
P02349,Electronics Item 2349,Electronics,Mobiles,Brand_30,2022-03-14,16809.8,30568.59,SUP0254,3.5,0.063,24
P02350,Fashion Item 2350,Fashion,Womenswear,Brand_37,2020-01-25,939.62,1284.7,SUP0261,3.5,0.085,0
P02351,Electronics Item 2351,Electronics,Mobiles,Brand_69,2025-05-26,7150.15,9883.96,SUP0190,4.0,0.062,12
P02352,Grocery Item 2352,Grocery,Staples,Brand_38,2025-10-11,182.89,389.27,SUP0161,4.0,0.025,0
P02353,Fashion Item 2353,Fashion,Womenswear,Brand_94,2025-12-26,572.84,746.87,SUP0095,4.5,0.09,0
P02354,Grocery Item 2354,Grocery,Staples,Brand_11,2019-06-22,209.64,335.02,SUP0159,,0.061,0
P02355,Electronics Item 2355,Electronics,Mobiles,Brand_38,2021-03-22,17592.82,24599.4,SUP0031,3.5,0.071,6
P02356,Fashion Item 2356,Fashion,Womenswear,Brand_51,2025-06-09,574.23,772.71,SUP0032,3.9,0.051,0
P02357,Home Appliances Item 2357,Home Appliances,Kitchen,Brand_17,2018-05-16,3024.06,5647.79,SUP0419,3.8,0.055,6
P02358,Electronics Item 2358,Electronics,Mobiles,Brand_35,2023-05-12,14103.4,19770.98,SUP0413,3.7,0.005,6
P02359,Electronics Item 2359,Electronics,Mobiles,Brand_35,2022-01-13,12780.14,27506.17,SUP0084,3.3,0.015,24
P02360,Electronics Item 2360,Electronics,Mobiles,Brand_45,2018-08-28,4182.82,8206.26,SUP0023,4.3,0.005,12
P02361,Furniture Item 2361,Furniture,Living Room,Brand_39,2021-12-04,3918.03,5069.32,SUP0498,3.4,0.049,12
P02362,Grocery Item 2362,Grocery,Staples,Brand_54,2018-03-02,242.51,369.02,SUP0283,4.6,0.038,0
P02363,Furniture Item 2363,Furniture,Living Room,Brand_1,2018-12-13,8342.95,15144.14,SUP0292,3.7,0.03,36
P02364,Fashion Item 2364,Fashion,Womenswear,Brand_4,2021-04-26,831.81,1162.75,SUP0143,4.5,0.134,0
P02365,Fashion Item 2365,Fashion,Womenswear,Brand_52,2023-02-12,2591.65,4070.96,SUP0317,,0.087,0
P02366,Electronics Item 2366,Electronics,Mobiles,Brand_71,2023-11-02,21008.17,33740.53,SUP0202,4.3,0.005,36
P02367,Electronics Item 2367,Electronics,Mobiles,Brand_35,2021-08-06,5920.89,9650.36,SUP0229,3.5,0.088,6
P02368,Fashion Item 2368,Fashion,Womenswear,Brand_88,2019-06-16,928.33,1557.23,SUP0300,4.3,0.081,0
P02369,Electronics Item 2369,Electronics,Mobiles,Brand_50,2021-06-20,33734.55,53109.6,SUP0480,3.5,0.072,24
P02370,Grocery Item 2370,Grocery,Staples,Brand_11,2020-09-18,132.64,210.94,SUP0120,3.6,0.052,0
P02371,Furniture Item 2371,Furniture,Living Room,Brand_77,2022-05-26,10655.91,13796.72,SUP0413,4.0,0.095,24
P02372,Fashion Item 2372,Fashion,Womenswear,Brand_30,2019-05-15,1039.57,1515.81,SUP0002,4.1,0.121,0
P02373,Fashion Item 2373,Fashion,Womenswear,Brand_8,2024-07-16,1060.47,1318.92,SUP0079,4.9,0.102,0
P02374,Fashion Item 2374,Fashion,Womenswear,Brand_46,2022-12-20,817.28,1248.33,SUP0360,3.3,0.018,0
P02375,Electronics Item 2375,Electronics,Mobiles,Brand_20,2024-02-19,11282.05,19310.96,SUP0448,3.8,0.033,36
P02376,Home Appliances Item 2376,Home Appliances,Kitchen,Brand_90,2018-03-13,2501.58,3774.8,SUP0179,4.3,0.044,36
P02377,Home Appliances Item 2377,Home Appliances,Kitchen,Brand_85,2024-10-07,16758.4,26799.23,SUP0105,4.2,0.005,12
P02378,Electronics Item 2378,Electronics,Mobiles,Brand_32,2018-03-20,16760.19,23406.71,SUP0098,4.0,0.03,12
P02379,Grocery Item 2379,Grocery,Staples,Brand_83,2023-05-26,474.0,963.71,SUP0284,4.9,0.082,0
P02380,Electronics Item 2380,Electronics,Mobiles,Brand_79,2023-12-14,13959.9,27484.38,SUP0042,4.5,0.005,36
P02381,Fashion Item 2381,Fashion,Womenswear,Brand_9,2024-01-19,892.61,1862.01,SUP0212,2.9,0.211,0
P02382,Electronics Item 2382,Electronics,Mobiles,Brand_46,2020-04-03,16823.21,32544.65,SUP0160,3.4,0.031,24
P02383,Home Appliances Item 2383,Home Appliances,Kitchen,Brand_26,2025-04-06,12747.46,17750.1,SUP0183,4.2,0.033,24
P02384,Grocery Item 2384,Grocery,Staples,Brand_3,2024-02-19,91.79,164.67,SUP0405,3.0,0.041,0
P02385,Home Appliances Item 2385,Home Appliances,Kitchen,Brand_44,2018-02-13,6731.64,11732.19,SUP0298,3.6,0.036,24
P02386,Home Appliances Item 2386,Home Appliances,Kitchen,Brand_60,2023-07-19,8432.15,12062.86,SUP0401,4.9,0.029,6
P02387,Fashion Item 2387,Fashion,Womenswear,Brand_76,2025-09-22,1558.89,2628.42,SUP0454,3.0,0.11,0
P02388,Electronics Item 2388,Electronics,Mobiles,Brand_97,2022-02-18,6242.14,10627.24,SUP0451,3.8,0.017,36
P02389,Furniture Item 2389,Furniture,Living Room,Brand_78,2024-08-27,10388.05,13815.26,SUP0400,3.8,0.048,6
P02390,Home Appliances Item 2390,Home Appliances,Kitchen,Brand_12,2020-08-17,14871.47,21480.91,SUP0227,,0.018,36
P02391,Fashion Item 2391,Fashion,Womenswear,Brand_88,2024-12-04,2101.49,2907.04,SUP0092,4.0,0.096,0
P02392,Home Appliances Item 2392,Home Appliances,Kitchen,Brand_46,2022-07-07,7883.66,10231.34,SUP0175,2.8,0.143,6
P02393,Furniture Item 2393,Furniture,Living Room,Brand_68,2020-04-23,5966.53,12292.5,SUP0343,4.1,0.036,24
P02394,Fashion Item 2394,Fashion,Womenswear,Brand_36,2020-04-16,598.72,1295.88,SUP0149,4.3,0.066,0
P02395,Fashion Item 2395,Fashion,Womenswear,Brand_57,2025-10-10,606.79,1325.04,SUP0003,5.0,0.09,0
P02396,Grocery Item 2396,Grocery,Staples,Brand_38,2018-06-28,1125.28,1626.13,SUP0346,,0.047,0
P02397,Fashion Item 2397,Fashion,Womenswear,Brand_38,2021-10-25,2037.73,3750.93,SUP0225,3.4,0.115,0
P02398,Fashion Item 2398,Fashion,Womenswear,Brand_92,2025-10-30,1732.87,2691.89,SUP0145,3.7,0.106,0
P02399,Grocery Item 2399,Grocery,Staples,Brand_79,2020-05-13,234.73,330.87,SUP0356,3.7,0.042,0
P02400,Furniture Item 2400,Furniture,Living Room,Brand_100,2022-02-02,4716.97,8205.02,SUP0032,3.1,0.047,36
P02401,Fashion Item 2401,Fashion,Womenswear,Brand_47,2018-05-22,787.9,1385.18,SUP0044,4.0,0.094,0
P02402,Home Appliances Item 2402,Home Appliances,Kitchen,Brand_54,2019-08-02,10285.57,13812.32,SUP0353,4.7,0.07,36
P02403,Electronics Item 2403,Electronics,Mobiles,Brand_67,2024-03-18,16953.21,21436.45,SUP0169,4.0,0.022,6
P02404,Grocery Item 2404,Grocery,Staples,Brand_96,2019-08-16,464.0,839.38,SUP0252,3.6,0.046,0
P02405,Grocery Item 2405,Grocery,Staples,Brand_42,2023-08-16,304.59,399.95,SUP0103,4.4,0.028,0
P02406,Electronics Item 2406,Electronics,Mobiles,Brand_19,2019-06-18,8115.77,13322.64,SUP0297,3.5,0.032,12
P02407,Fashion Item 2407,Fashion,Womenswear,Brand_4,2025-05-02,1742.04,2161.37,SUP0162,,0.029,0
P02408,Fashion Item 2408,Fashion,Womenswear,Brand_31,2021-11-10,601.31,1133.12,SUP0188,3.0,0.122,0
P02409,Grocery Item 2409,Grocery,Staples,Brand_47,2022-09-29,368.36,479.68,SUP0085,3.6,0.005,0
P02410,Grocery Item 2410,Grocery,Staples,Brand_60,2025-10-28,294.22,532.08,SUP0297,4.0,0.025,0
P02411,Electronics Item 2411,Electronics,Mobiles,Brand_33,2019-05-02,29156.32,45880.5,SUP0291,4.0,0.041,24
P02412,Home Appliances Item 2412,Home Appliances,Kitchen,Brand_56,2019-02-02,8574.63,16618.54,SUP0494,4.6,0.05,12
P02413,Grocery Item 2413,Grocery,Staples,Brand_67,2022-06-24,283.32,454.7,SUP0111,3.4,0.079,0
P02414,Grocery Item 2414,Grocery,Staples,Brand_88,2018-06-30,371.45,467.39,SUP0070,4.5,0.081,0
P02415,Electronics Item 2415,Electronics,Mobiles,Brand_52,2025-05-24,4293.15,9291.6,SUP0137,4.2,0.033,12
P02416,Home Appliances Item 2416,Home Appliances,Kitchen,Brand_15,2019-10-31,6831.79,12175.87,SUP0050,4.7,0.061,12
P02417,Furniture Item 2417,Furniture,Living Room,Brand_98,2024-07-31,6775.24,8542.7,SUP0209,3.5,0.046,6
P02418,Fashion Item 2418,Fashion,Womenswear,Brand_63,2020-11-04,2237.55,4498.4,SUP0306,3.8,0.069,0
P02419,Fashion Item 2419,Fashion,Womenswear,Brand_11,2020-12-04,426.82,868.14,SUP0108,3.8,0.088,0
P02420,Home Appliances Item 2420,Home Appliances,Kitchen,Brand_26,2019-02-18,5244.95,11106.79,SUP0440,4.2,0.021,24
P02421,Home Appliances Item 2421,Home Appliances,Kitchen,Brand_37,2020-06-20,10160.26,17392.71,SUP0056,3.5,0.04,36
P02422,Grocery Item 2422,Grocery,Staples,Brand_17,2018-11-30,224.47,318.08,SUP0219,3.4,0.062,0
P02423,Electronics Item 2423,Electronics,Mobiles,Brand_21,2023-01-23,12319.52,20731.75,SUP0003,3.9,0.065,6
P02424,Fashion Item 2424,Fashion,Womenswear,Brand_24,2021-10-22,1078.25,2363.59,SUP0297,4.5,0.108,0
P02425,Grocery Item 2425,Grocery,Staples,Brand_40,2024-01-31,362.75,524.64,SUP0198,3.2,0.063,0
P02426,Fashion Item 2426,Fashion,Womenswear,Brand_14,2021-03-08,4485.68,5920.55,SUP0169,1.9,0.231,0
P02427,Grocery Item 2427,Grocery,Staples,Brand_68,2021-02-24,166.63,278.23,SUP0370,3.0,0.049,0
P02428,Home Appliances Item 2428,Home Appliances,Kitchen,Brand_26,2023-12-26,2831.18,6256.13,SUP0138,3.3,0.029,24
P02429,Furniture Item 2429,Furniture,Living Room,Brand_54,2018-08-15,6319.71,11502.24,SUP0456,4.8,0.11,12
P02430,Grocery Item 2430,Grocery,Staples,Brand_4,2023-10-10,125.34,263.61,SUP0487,4.0,0.059,0
P02431,Furniture Item 2431,Furniture,Living Room,Brand_35,2024-04-08,3050.69,4418.52,SUP0104,2.9,0.132,6
P02432,Electronics Item 2432,Electronics,Mobiles,Brand_24,2018-06-08,16814.31,26000.08,SUP0229,,0.027,24
P02433,Fashion Item 2433,Fashion,Womenswear,Brand_24,2022-03-18,770.8,1057.25,SUP0253,4.1,0.087,0
P02434,Fashion Item 2434,Fashion,Womenswear,Brand_94,2025-04-17,908.7,1605.36,SUP0221,3.4,0.117,0
P02435,Home Appliances Item 2435,Home Appliances,Kitchen,Brand_94,2021-12-06,5563.17,10348.11,SUP0357,3.5,0.005,24
P02436,Electronics Item 2436,Electronics,Mobiles,Brand_31,2020-12-01,18279.07,24896.78,SUP0443,4.4,0.04,36
P02437,Grocery Item 2437,Grocery,Staples,Brand_86,2018-03-09,220.03,441.34,SUP0282,4.0,0.025,0
P02438,Grocery Item 2438,Grocery,Staples,Brand_15,2020-09-01,211.25,331.69,SUP0243,3.7,0.065,0
P02439,Fashion Item 2439,Fashion,Womenswear,Brand_54,2018-08-16,1295.98,1976.92,SUP0428,4.6,0.079,0
P02440,Furniture Item 2440,Furniture,Living Room,Brand_46,2020-08-03,3838.14,8286.46,SUP0353,2.9,0.121,12
P02441,Electronics Item 2441,Electronics,Mobiles,Brand_57,2020-08-16,21104.65,42773.78,SUP0011,4.1,0.051,12
P02442,Grocery Item 2442,Grocery,Staples,Brand_7,2023-05-17,157.64,242.25,SUP0155,3.4,0.044,0
P02443,Electronics Item 2443,Electronics,Mobiles,Brand_9,2025-08-16,4645.18,5987.03,SUP0102,4.5,0.017,36
P02444,Grocery Item 2444,Grocery,Staples,Brand_68,2020-01-28,456.98,822.17,SUP0358,,0.064,0
P02445,Fashion Item 2445,Fashion,Womenswear,Brand_35,2021-11-03,1353.51,1656.11,SUP0012,4.8,0.062,0
P02446,Furniture Item 2446,Furniture,Living Room,Brand_52,2020-02-29,7065.07,15526.47,SUP0253,4.1,0.056,12
P02447,Fashion Item 2447,Fashion,Womenswear,Brand_59,2023-09-24,1204.08,1798.72,SUP0214,4.0,0.075,0
P02448,Fashion Item 2448,Fashion,Womenswear,Brand_56,2024-08-29,2281.83,2876.27,SUP0190,3.2,0.121,0
P02449,Home Appliances Item 2449,Home Appliances,Kitchen,Brand_43,2021-11-16,4015.45,5862.58,SUP0206,2.9,0.204,12
P02450,Grocery Item 2450,Grocery,Staples,Brand_46,2019-07-22,222.49,392.3,SUP0404,3.5,0.018,0
P02451,Fashion Item 2451,Fashion,Womenswear,Brand_35,2019-08-27,821.39,1170.97,SUP0350,2.9,0.248,0
P02452,Fashion Item 2452,Fashion,Womenswear,Brand_91,2018-07-22,1104.52,1772.8,SUP0303,5.0,0.095,0
P02453,Furniture Item 2453,Furniture,Living Room,Brand_19,2020-04-22,4434.14,9342.81,SUP0391,3.5,0.005,6
P02454,Electronics Item 2454,Electronics,Mobiles,Brand_70,2020-09-30,13534.51,18554.1,SUP0353,2.6,0.148,36
P02455,Grocery Item 2455,Grocery,Staples,Brand_2,2023-01-27,298.7,379.57,SUP0111,3.1,0.102,0
P02456,Home Appliances Item 2456,Home Appliances,Kitchen,Brand_1,2018-07-16,4572.94,8970.9,SUP0072,2.7,0.179,12
P02457,Furniture Item 2457,Furniture,Living Room,Brand_17,2018-05-04,7486.89,12862.12,SUP0174,3.6,0.02,12
P02458,Home Appliances Item 2458,Home Appliances,Kitchen,Brand_57,2023-06-26,2564.2,3545.58,SUP0252,4.3,0.066,6
P02459,Fashion Item 2459,Fashion,Womenswear,Brand_29,2024-09-28,388.61,787.32,SUP0462,3.5,0.079,0
P02460,Fashion Item 2460,Fashion,Womenswear,Brand_50,2018-01-16,1981.24,2789.67,SUP0150,3.5,0.103,0
P02461,Fashion Item 2461,Fashion,Womenswear,Brand_5,2019-01-10,1300.55,2446.96,SUP0434,3.7,0.071,0
P02462,Grocery Item 2462,Grocery,Staples,Brand_36,2020-04-06,634.07,1047.17,SUP0281,3.8,0.075,0
P02463,Fashion Item 2463,Fashion,Womenswear,Brand_46,2020-08-25,3618.38,5963.94,SUP0257,4.5,0.061,0
P02464,Furniture Item 2464,Furniture,Living Room,Brand_91,2025-04-09,15096.49,21482.19,SUP0096,4.3,0.075,24
P02465,Grocery Item 2465,Grocery,Staples,Brand_58,2024-05-06,253.78,343.25,SUP0438,4.0,0.053,0
P02466,Grocery Item 2466,Grocery,Staples,Brand_51,2020-07-28,176.14,248.32,SUP0411,3.3,0.085,0
P02467,Fashion Item 2467,Fashion,Womenswear,Brand_88,2018-06-05,1188.34,2348.77,SUP0312,4.3,0.111,0
P02468,Electronics Item 2468,Electronics,Mobiles,Brand_8,2023-01-31,5316.09,10411.62,SUP0049,2.8,0.149,24
P02469,Electronics Item 2469,Electronics,Mobiles,Brand_93,2023-12-24,9057.78,14164.78,SUP0297,4.1,0.039,36
P02470,Fashion Item 2470,Fashion,Womenswear,Brand_71,2019-03-24,1147.51,1441.38,SUP0428,3.9,0.079,0
P02471,Furniture Item 2471,Furniture,Living Room,Brand_40,2019-05-14,4446.23,8880.37,SUP0233,4.1,0.066,12
P02472,Electronics Item 2472,Electronics,Mobiles,Brand_45,2024-08-13,23180.03,32238.34,SUP0009,3.9,0.038,12
P02473,Grocery Item 2473,Grocery,Staples,Brand_32,2018-06-10,500.97,765.39,SUP0115,3.0,0.046,0
P02474,Furniture Item 2474,Furniture,Living Room,Brand_17,2021-01-09,1865.59,2718.87,SUP0009,3.4,0.046,24
P02475,Fashion Item 2475,Fashion,Womenswear,Brand_82,2024-04-28,4159.93,5269.99,SUP0108,3.0,0.14,0
P02476,Home Appliances Item 2476,Home Appliances,Kitchen,Brand_16,2024-10-25,5497.21,11920.44,SUP0480,4.4,0.093,36
P02477,Fashion Item 2477,Fashion,Womenswear,Brand_91,2021-02-09,2435.09,3293.83,SUP0305,4.9,0.036,0
P02478,Fashion Item 2478,Fashion,Womenswear,Brand_10,2022-01-23,580.5,1122.8,SUP0271,3.3,0.082,0
P02479,Fashion Item 2479,Fashion,Womenswear,Brand_1,2019-01-10,1548.1,2329.54,SUP0114,4.1,0.074,0
P02480,Fashion Item 2480,Fashion,Womenswear,Brand_26,2021-08-30,1161.28,2032.66,SUP0024,4.0,0.116,0
P02481,Grocery Item 2481,Grocery,Staples,Brand_93,2024-11-17,455.66,645.63,SUP0102,4.4,0.066,0
P02482,Grocery Item 2482,Grocery,Staples,Brand_51,2021-09-30,214.06,388.72,SUP0226,3.3,0.054,0
P02483,Home Appliances Item 2483,Home Appliances,Kitchen,Brand_29,2023-11-15,4723.19,10038.52,SUP0282,3.9,0.012,12
P02484,Grocery Item 2484,Grocery,Staples,Brand_2,2024-07-15,191.25,272.83,SUP0449,2.1,0.143,0
P02485,Electronics Item 2485,Electronics,Mobiles,Brand_45,2018-02-10,35778.77,59996.7,SUP0180,3.2,0.055,24
P02486,Home Appliances Item 2486,Home Appliances,Kitchen,Brand_23,2023-01-25,5003.15,7179.09,SUP0282,4.7,0.046,12
P02487,Home Appliances Item 2487,Home Appliances,Kitchen,Brand_54,2023-04-30,6620.03,10758.49,SUP0166,3.7,0.017,24
P02488,Electronics Item 2488,Electronics,Mobiles,Brand_33,2019-04-23,7990.43,12138.61,SUP0090,3.9,0.029,36
P02489,Electronics Item 2489,Electronics,Mobiles,Brand_53,2023-08-04,28987.42,47116.18,SUP0203,3.8,0.069,6
P02490,Grocery Item 2490,Grocery,Staples,Brand_29,2018-02-01,178.31,286.19,SUP0337,4.0,0.026,0
P02491,Fashion Item 2491,Fashion,Womenswear,Brand_97,2018-02-18,1269.63,2141.09,SUP0361,3.2,0.132,0
P02492,Fashion Item 2492,Fashion,Womenswear,Brand_1,2022-05-26,886.27,1755.34,SUP0130,3.2,0.054,0
P02493,Electronics Item 2493,Electronics,Mobiles,Brand_13,2019-09-04,14923.61,20606.01,SUP0336,2.7,0.174,12
P02494,Fashion Item 2494,Fashion,Womenswear,Brand_32,2018-10-22,976.18,1234.04,SUP0478,3.7,0.084,0
P02495,Grocery Item 2495,Grocery,Staples,Brand_40,2018-03-10,197.72,242.24,SUP0144,3.2,0.022,0
P02496,Grocery Item 2496,Grocery,Staples,Brand_77,2024-03-02,699.77,894.0,SUP0458,4.4,0.022,0
P02497,Grocery Item 2497,Grocery,Staples,Brand_75,2021-09-15,403.94,781.64,SUP0322,3.4,0.005,0
P02498,Fashion Item 2498,Fashion,Womenswear,Brand_43,2025-04-25,994.25,1516.64,SUP0030,4.4,0.091,0
P02499,Home Appliances Item 2499,Home Appliances,Kitchen,Brand_73,2020-02-28,4228.78,6197.45,SUP0183,3.9,0.08,12
P02500,Grocery Item 2500,Grocery,Staples,Brand_53,2024-01-29,345.0,504.99,SUP0229,4.0,0.097,0
P02501,Electronics Item 2501,Electronics,Mobiles,Brand_21,2021-07-04,19952.86,31952.5,SUP0424,3.5,0.053,12
P02502,Home Appliances Item 2502,Home Appliances,Kitchen,Brand_43,2024-01-04,9827.26,12605.28,SUP0226,4.6,0.071,6
P02503,Grocery Item 2503,Grocery,Staples,Brand_48,2019-09-08,777.55,952.07,SUP0483,3.2,0.017,0
P02504,Fashion Item 2504,Fashion,Womenswear,Brand_38,2025-12-06,675.06,1036.62,SUP0382,3.5,0.13,0
P02505,Electronics Item 2505,Electronics,Mobiles,Brand_87,2024-01-11,8617.33,13672.93,SUP0301,4.2,0.043,6
P02506,Fashion Item 2506,Fashion,Womenswear,Brand_60,2024-05-28,982.97,1439.07,SUP0367,3.0,0.081,0
P02507,Home Appliances Item 2507,Home Appliances,Kitchen,Brand_16,2019-09-11,7255.35,11609.78,SUP0142,4.4,0.041,12
P02508,Electronics Item 2508,Electronics,Mobiles,Brand_8,2019-07-29,12214.17,15807.19,SUP0410,3.6,0.012,24
P02509,Grocery Item 2509,Grocery,Staples,Brand_58,2024-12-26,149.64,233.62,SUP0137,4.5,0.005,0
P02510,Home Appliances Item 2510,Home Appliances,Kitchen,Brand_4,2019-04-12,10505.97,16856.84,SUP0382,3.2,0.02,24
P02511,Furniture Item 2511,Furniture,Living Room,Brand_10,2023-05-08,6258.34,8620.9,SUP0287,,0.005,36
P02512,Fashion Item 2512,Fashion,Womenswear,Brand_95,2022-12-10,1697.58,2171.51,SUP0481,4.1,0.06,0
P02513,Home Appliances Item 2513,Home Appliances,Kitchen,Brand_80,2023-04-07,14711.95,18415.4,SUP0108,4.1,0.066,6
P02514,Grocery Item 2514,Grocery,Staples,Brand_43,2023-03-27,447.42,571.23,SUP0252,3.2,0.067,0
P02515,Electronics Item 2515,Electronics,Mobiles,Brand_77,2021-07-21,9398.06,16827.27,SUP0041,3.5,0.088,24
P02516,Fashion Item 2516,Fashion,Womenswear,Brand_81,2019-09-04,2137.36,3370.0,SUP0374,2.9,0.178,0
P02517,Fashion Item 2517,Fashion,Womenswear,Brand_49,2018-02-01,2856.31,3550.2,SUP0062,4.4,0.027,0
P02518,Electronics Item 2518,Electronics,Mobiles,Brand_16,2021-09-15,10552.18,14281.58,SUP0164,4.1,0.051,6
P02519,Fashion Item 2519,Fashion,Womenswear,Brand_16,2018-11-16,1600.04,2069.93,SUP0486,4.2,0.072,0
P02520,Fashion Item 2520,Fashion,Womenswear,Brand_77,2025-02-13,3487.24,4683.56,SUP0458,3.1,0.123,0
P02521,Grocery Item 2521,Grocery,Staples,Brand_79,2024-11-27,258.19,356.94,SUP0438,3.5,0.009,0
P02522,Home Appliances Item 2522,Home Appliances,Kitchen,Brand_55,2020-03-27,30805.82,48384.49,SUP0363,,0.065,24
P02523,Fashion Item 2523,Fashion,Womenswear,Brand_95,2023-03-27,1334.27,2106.64,SUP0133,4.0,0.142,0
P02524,Furniture Item 2524,Furniture,Living Room,Brand_77,2023-03-18,20208.11,36663.06,SUP0282,3.3,0.027,6
P02525,Electronics Item 2525,Electronics,Mobiles,Brand_64,2024-03-20,4529.54,6348.61,SUP0332,4.5,0.063,24
P02526,Furniture Item 2526,Furniture,Living Room,Brand_88,2021-10-08,15412.92,19115.58,SUP0318,5.0,0.019,24
P02527,Home Appliances Item 2527,Home Appliances,Kitchen,Brand_38,2023-03-15,2822.21,5924.52,SUP0406,3.4,0.017,24
